yearID,teamID,lgID,playerID,salary
2014,MIL,NL,ramirar01,16000000
2014,SDN,NL,streehu01,7000000
2014,SLN,NL,wainwad01,19500000
2014,PIT,NL,watsoto01,518500
2014,WAS,NL,zimmejo02,7500000
